        Frequency / GHz                S1,1/abs,dB
                  0.7034                      -4.6338838
                  0.7043                      -4.6358157
                  0.7052                      -4.6377493
                  0.7061                      -4.6396846
                   0.707                      -4.6416216
                  0.7079                      -4.6435602
                  0.7088                      -4.6455005
                  0.7097                      -4.6474426
                  0.7106                      -4.6493863
                  0.7115                      -4.6513317
                  0.7124                      -4.6532787
                  0.7133                      -4.6552275
                  0.7142                       -4.657178
                  0.7151                      -4.6591301
                   0.716                      -4.6610839
                  0.7169                      -4.6630393
                  0.7178                      -4.6649965
                  0.7187                      -4.6669553
                  0.7196                      -4.6689159
                  0.7205                       -4.670878
                  0.7214                      -4.6728418
                  0.7223                      -4.6748073
                  0.7232                      -4.6767745
                  0.7241                      -4.6787434
                   0.725                      -4.6807139
                  0.7259                      -4.6826861
                  0.7268                      -4.6846599
                  0.7277                      -4.6866355
                  0.7286                      -4.6886127
                  0.7295                      -4.6905915
                  0.7304                       -4.692572
                  0.7313                      -4.6945541
                  0.7322                       -4.696538
                  0.7331                      -4.6985235
                   0.734                      -4.7005106
                  0.7349                      -4.7024994
                  0.7358                      -4.7044898
                  0.7367                       -4.706482
                  0.7376                      -4.7084758
                  0.7385                      -4.7104712
                  0.7394                      -4.7124682
                  0.7403                       -4.714467
                  0.7412                      -4.7164674
                  0.7421                      -4.7184695
                   0.743                      -4.7204732
                  0.7439                      -4.7224785
                  0.7448                      -4.7244854
                  0.7457                      -4.7264941
                  0.7466                      -4.7285045
                  0.7475                      -4.7305164
                  0.7484                      -4.7325299
                  0.7493                      -4.7345452
                  0.7502                      -4.7365621
                  0.7511                      -4.7385807
                   0.752                      -4.7406009
                  0.7529                      -4.7426226
                  0.7538                      -4.7446461
                  0.7547                      -4.7466713
                  0.7556                       -4.748698
                  0.7565                      -4.7507265
                  0.7574                      -4.7527565
                  0.7583                      -4.7547882
                  0.7592                      -4.7568215
                  0.7601                      -4.7588565
                   0.761                      -4.7608932
                  0.7619                      -4.7629314
                  0.7628                      -4.7649713
                  0.7637                      -4.7670129
                  0.7646                      -4.7690561
                  0.7655                      -4.7711009
                  0.7664                      -4.7731473
                  0.7673                      -4.7751954
                  0.7682                      -4.7772452
                  0.7691                      -4.7792966
                    0.77                      -4.7813497
                  0.7709                      -4.7834043
                  0.7718                      -4.7854606
                  0.7727                      -4.7875186
                  0.7736                      -4.7895782
                  0.7745                      -4.7916394
                  0.7754                      -4.7937022
                  0.7763                      -4.7957667
                  0.7772                      -4.7978328
                  0.7781                      -4.7999006
                   0.779                        -4.80197
                  0.7799                       -4.804041
                  0.7808                      -4.8061136
                  0.7817                      -4.8081879
                  0.7826                      -4.8102639
                  0.7835                      -4.8123415
                  0.7844                      -4.8144206
                  0.7853                      -4.8165014
                  0.7862                      -4.8185839
                  0.7871                       -4.820668
                   0.788                      -4.8227538
                  0.7889                       -4.824841
                  0.7898                        -4.82693
                  0.7907                      -4.8290207
                  0.7916                      -4.8311129
                  0.7925                      -4.8332068
                  0.7934                      -4.8353022
                  0.7943                      -4.8373994
                  0.7952                      -4.8394982
                  0.7961                      -4.8415986
                   0.797                      -4.8437006
                  0.7979                      -4.8458042
                  0.7988                      -4.8479094
                  0.7997                      -4.8500163
                  0.8006                      -4.8521249
                  0.8015                       -4.854235
                  0.8024                      -4.8563467
                  0.8033                      -4.8584601
                  0.8042                      -4.8605752
                  0.8051                      -4.8626919
                   0.806                      -4.8648101
                  0.8069                      -4.8669299
                  0.8078                      -4.8690515
                  0.8087                      -4.8711746
                  0.8096                      -4.8732994
                  0.8105                      -4.8754258
                  0.8114                      -4.8775537
                  0.8123                      -4.8796833
                  0.8132                      -4.8818146
                  0.8141                      -4.8839475
                   0.815                       -4.886082
                  0.8159                       -4.888218
                  0.8168                      -4.8903557
                  0.8177                      -4.8924951
                  0.8186                       -4.894636
                  0.8195                      -4.8967786
                  0.8204                      -4.8989227
                  0.8213                      -4.9010685
                  0.8222                       -4.903216
                  0.8231                       -4.905365
                   0.824                      -4.9075157
                  0.8249                      -4.9096679
                  0.8258                      -4.9118217
                  0.8267                      -4.9139772
                  0.8276                      -4.9161344
                  0.8285                      -4.9182931
                  0.8294                      -4.9204533
                  0.8303                      -4.9226153
                  0.8312                      -4.9247789
                  0.8321                       -4.926944
                   0.833                      -4.9291108
                  0.8339                      -4.9312791
                  0.8348                      -4.9334491
                  0.8357                      -4.9356207
                  0.8366                       -4.937794
                  0.8375                      -4.9399688
                  0.8384                      -4.9421451
                  0.8393                      -4.9443232
                  0.8402                      -4.9465028
                  0.8411                      -4.9486841
                   0.842                      -4.9508669
                  0.8429                      -4.9530513
                  0.8438                      -4.9552374
                  0.8447                      -4.9574251
                  0.8456                      -4.9596144
                  0.8465                      -4.9618052
                  0.8474                      -4.9639976
                  0.8483                      -4.9661917
                  0.8492                      -4.9683874
                  0.8501                      -4.9705847
                   0.851                      -4.9727836
                  0.8519                       -4.974984
                  0.8528                       -4.977186
                  0.8537                      -4.9793897
                  0.8546                       -4.981595
                  0.8555                      -4.9838019
                  0.8564                      -4.9860103
                  0.8573                      -4.9882204
                  0.8582                      -4.9904321
                  0.8591                      -4.9926453
                    0.86                      -4.9948602
                  0.8609                      -4.9970766
                  0.8618                      -4.9992946
                  0.8627                      -5.0015143
                  0.8636                      -5.0037355
                  0.8645                      -5.0059583
                  0.8654                      -5.0081827
                  0.8663                      -5.0104087
                  0.8672                      -5.0126363
                  0.8681                      -5.0148655
                   0.869                      -5.0170962
                  0.8699                      -5.0193285
                  0.8708                      -5.0215625
                  0.8717                       -5.023798
                  0.8726                      -5.0260351
                  0.8735                      -5.0282738
                  0.8744                      -5.0305141
                  0.8753                      -5.0327559
                  0.8762                      -5.0349994
                  0.8771                      -5.0372444
                   0.878                      -5.0394911
                  0.8789                      -5.0417392
                  0.8798                      -5.0439889
                  0.8807                      -5.0462403
                  0.8816                      -5.0484933
                  0.8825                      -5.0507478
                  0.8834                      -5.0530038
                  0.8843                      -5.0552615
                  0.8852                      -5.0575207
                  0.8861                      -5.0597816
                   0.887                      -5.0620439
                  0.8879                      -5.0643078
                  0.8888                      -5.0665733
                  0.8897                      -5.0688405
                  0.8906                      -5.0711092
                  0.8915                      -5.0733794
                  0.8924                      -5.0756511
                  0.8933                      -5.0779245
                  0.8942                      -5.0801995
                  0.8951                       -5.082476
                   0.896                      -5.0847541
                  0.8969                      -5.0870336
                  0.8978                      -5.0893148
                  0.8987                      -5.0915976
                  0.8996                      -5.0938819
                  0.9005                      -5.0961678
                  0.9014                      -5.0984552
                  0.9023                      -5.1007442
                  0.9032                      -5.1030347
                  0.9041                      -5.1053269
                   0.905                      -5.1076205
                  0.9059                      -5.1099157
                  0.9068                      -5.1122124
                  0.9077                      -5.1145108
                  0.9086                      -5.1168107
                  0.9095                      -5.1191121
                  0.9104                       -5.121415
                  0.9113                      -5.1237195
                  0.9122                      -5.1260256
                  0.9131                      -5.1283333
                   0.914                      -5.1306424
                  0.9149                       -5.132953
                  0.9158                      -5.1352653
                  0.9167                      -5.1375791
                  0.9176                      -5.1398944
                  0.9185                      -5.1422113
                  0.9194                      -5.1445296
                  0.9203                      -5.1468496
                  0.9212                      -5.1491711
                  0.9221                      -5.1514941
                   0.923                      -5.1538187
                  0.9239                      -5.1561447
                  0.9248                      -5.1584723
                  0.9257                      -5.1608015
                  0.9266                      -5.1631322
                  0.9275                      -5.1654644
                  0.9284                       -5.167798
                  0.9293                      -5.1701333
                  0.9302                      -5.1724701
                  0.9311                      -5.1748085
                   0.932                      -5.1771483
                  0.9329                      -5.1794896
                  0.9338                      -5.1818325
                  0.9347                      -5.1841769
                  0.9356                      -5.1865228
                  0.9365                      -5.1888703
                  0.9374                      -5.1912192
                  0.9383                      -5.1935696
                  0.9392                      -5.1959217
                  0.9401                      -5.1982752
                   0.941                      -5.2006302
                  0.9419                      -5.2029867
                  0.9428                      -5.2053447
                  0.9437                      -5.2077043
                  0.9446                      -5.2100654
                  0.9455                       -5.212428
                  0.9464                       -5.214792
                  0.9473                      -5.2171576
                  0.9482                      -5.2195247
                  0.9491                      -5.2218933
                    0.95                      -5.2242635
                  0.9509                       -5.226635
                  0.9518                      -5.2290081
                  0.9527                      -5.2313827
                  0.9536                      -5.2337589
                  0.9545                      -5.2361365
                  0.9554                      -5.2385155
                  0.9563                      -5.2408961
                  0.9572                      -5.2432783
                  0.9581                      -5.2456619
                   0.959                       -5.248047
                  0.9599                      -5.2504335
                  0.9608                      -5.2528216
                  0.9617                      -5.2552112
                  0.9626                      -5.2576023
                  0.9635                      -5.2599948
                  0.9644                      -5.2623888
                  0.9653                      -5.2647843
                  0.9662                      -5.2671814
                  0.9671                      -5.2695799
                   0.968                      -5.2719799
                  0.9689                      -5.2743813
                  0.9698                      -5.2767842
                  0.9707                      -5.2791887
                  0.9716                      -5.2815947
                  0.9725                      -5.2840021
                  0.9734                      -5.2864109
                  0.9743                      -5.2888212
                  0.9752                      -5.2912331
                  0.9761                      -5.2936464
                   0.977                      -5.2960612
                  0.9779                      -5.2984774
                  0.9788                      -5.3008952
                  0.9797                      -5.3033144
                  0.9806                      -5.3057352
                  0.9815                      -5.3081573
                  0.9824                      -5.3105809
                  0.9833                       -5.313006
                  0.9842                      -5.3154326
                  0.9851                      -5.3178607
                   0.986                      -5.3202902
                  0.9869                      -5.3227212
                  0.9878                      -5.3251536
                  0.9887                      -5.3275876
                  0.9896                       -5.330023
                  0.9905                      -5.3324599
                  0.9914                      -5.3348981
                  0.9923                      -5.3373379
                  0.9932                      -5.3397792
                  0.9941                      -5.3422219
                   0.995                      -5.3446661
                  0.9959                      -5.3471117
                  0.9968                      -5.3495588
                  0.9977                      -5.3520074
                  0.9986                      -5.3544574
                  0.9995                      -5.3569089
                  1.0004                      -5.3593618
                  1.0013                      -5.3618161
                  1.0022                       -5.364272
                  1.0031                      -5.3667294
                   1.004                      -5.3691881
                  1.0049                      -5.3716483
                  1.0058                      -5.3741099
                  1.0067                      -5.3765731
                  1.0076                      -5.3790377
                  1.0085                      -5.3815037
                  1.0094                      -5.3839711
                  1.0103                      -5.3864401
                  1.0112                      -5.3889105
                  1.0121                      -5.3913823
                   1.013                      -5.3938556
                  1.0139                      -5.3963303
                  1.0148                      -5.3988065
                  1.0157                      -5.4012841
                  1.0166                      -5.4037632
                  1.0175                      -5.4062438
                  1.0184                      -5.4087257
                  1.0193                      -5.4112091
                  1.0202                      -5.4136939
                  1.0211                      -5.4161803
                   1.022                       -5.418668
                  1.0229                      -5.4211571
                  1.0238                      -5.4236478
                  1.0247                      -5.4261399
                  1.0256                      -5.4286334
                  1.0265                      -5.4311284
                  1.0274                      -5.4336247
                  1.0283                      -5.4361225
                  1.0292                      -5.4386218
                  1.0301                      -5.4411226
                   1.031                      -5.4436247
                  1.0319                      -5.4461283
                  1.0328                      -5.4486333
                  1.0337                      -5.4511398
                  1.0346                      -5.4536477
                  1.0355                      -5.4561571
                  1.0364                      -5.4586678
                  1.0373                        -5.46118
                  1.0382                      -5.4636936
                  1.0391                      -5.4662087
                    1.04                      -5.4687253
                  1.0409                      -5.4712431
                  1.0418                      -5.4737625
                  1.0427                      -5.4762833
                  1.0436                      -5.4788056
                  1.0445                      -5.4813293
                  1.0454                      -5.4838543
                  1.0463                      -5.4863808
                  1.0472                      -5.4889088
                  1.0481                      -5.4914382
                   1.049                      -5.4939691
                  1.0499                      -5.4965012
                  1.0508                      -5.4990349
                  1.0517                        -5.50157
                  1.0526                      -5.5041066
                  1.0535                      -5.5066446
                  1.0544                      -5.5091839
                  1.0553                      -5.5117247
                  1.0562                      -5.5142669
                  1.0571                      -5.5168106
                   1.058                      -5.5193557
                  1.0589                      -5.5219021
                  1.0598                      -5.5244501
                  1.0607                      -5.5269994
                  1.0616                      -5.5295502
                  1.0625                      -5.5321024
                  1.0634                       -5.534656
                  1.0643                       -5.537211
                  1.0652                      -5.5397675
                  1.0661                      -5.5423254
                   1.067                      -5.5448847
                  1.0679                      -5.5474454
                  1.0688                      -5.5500075
                  1.0697                      -5.5525711
                  1.0706                      -5.5551361
                  1.0715                      -5.5577025
                  1.0724                      -5.5602702
                  1.0733                      -5.5628394
                  1.0742                      -5.5654101
                  1.0751                      -5.5679822
                   1.076                      -5.5705557
                  1.0769                      -5.5731305
                  1.0778                      -5.5757068
                  1.0787                      -5.5782845
                  1.0796                      -5.5808637
                  1.0805                      -5.5834442
                  1.0814                      -5.5860261
                  1.0823                      -5.5886094
                  1.0832                      -5.5911942
                  1.0841                      -5.5937805
                   1.085                       -5.596368
                  1.0859                       -5.598957
                  1.0868                      -5.6015473
                  1.0877                      -5.6041391
                  1.0886                      -5.6067324
                  1.0895                      -5.6093272
                  1.0904                      -5.6119232
                  1.0913                      -5.6145207
                  1.0922                      -5.6171195
                  1.0931                      -5.6197198
                   1.094                      -5.6223214
                  1.0949                      -5.6249244
                  1.0958                      -5.6275289
                  1.0967                      -5.6301348
                  1.0976                      -5.6327422
                  1.0985                      -5.6353509
                  1.0994                      -5.6379609
                  1.1003                      -5.6405724
                  1.1012                      -5.6431853
                  1.1021                      -5.6457996
                   1.103                      -5.6484154
                  1.1039                      -5.6510324
                  1.1048                      -5.6536508
                  1.1057                      -5.6562707
                  1.1066                      -5.6588921
                  1.1075                      -5.6615148
                  1.1084                      -5.6641389
                  1.1093                      -5.6667644
                  1.1102                      -5.6693913
                  1.1111                      -5.6720196
                   1.112                      -5.6746493
                  1.1129                      -5.6772803
                  1.1138                      -5.6799127
                  1.1147                      -5.6825466
                  1.1156                      -5.6851819
                  1.1165                      -5.6878185
                  1.1174                      -5.6904565
                  1.1183                      -5.6930959
                  1.1192                      -5.6957368
                  1.1201                       -5.698379
                   1.121                      -5.7010226
                  1.1219                      -5.7036675
                  1.1228                      -5.7063138
                  1.1237                      -5.7089616
                  1.1246                      -5.7116108
                  1.1255                      -5.7142614
                  1.1264                      -5.7169133
                  1.1273                      -5.7195666
                  1.1282                      -5.7222213
                  1.1291                      -5.7248774
                    1.13                      -5.7275348
                  1.1309                      -5.7301936
                  1.1318                      -5.7328538
                  1.1327                      -5.7355154
                  1.1336                      -5.7381784
                  1.1345                      -5.7408428
                  1.1354                      -5.7435085
                  1.1363                      -5.7461756
                  1.1372                      -5.7488441
                  1.1381                       -5.751514
                   1.139                      -5.7541852
                  1.1399                      -5.7568578
                  1.1408                      -5.7595317
                  1.1417                      -5.7622071
                  1.1426                      -5.7648838
                  1.1435                       -5.767562
                  1.1444                      -5.7702415
                  1.1453                      -5.7729224
                  1.1462                      -5.7756046
                  1.1471                      -5.7782882
                   1.148                      -5.7809731
                  1.1489                      -5.7836594
                  1.1498                      -5.7863471
                  1.1507                      -5.7890361
                  1.1516                      -5.7917266
                  1.1525                      -5.7944184
                  1.1534                      -5.7971114
                  1.1543                      -5.7998059
                  1.1552                      -5.8025018
                  1.1561                      -5.8051991
                   1.157                      -5.8078977
                  1.1579                      -5.8105975
                  1.1588                      -5.8132988
                  1.1597                      -5.8160014
                  1.1606                      -5.8187055
                  1.1615                       -5.821411
                  1.1624                      -5.8241177
                  1.1633                      -5.8268258
                  1.1642                      -5.8295352
                  1.1651                      -5.8322459
                   1.166                      -5.8349581
                  1.1669                      -5.8376715
                  1.1678                      -5.8403863
                  1.1687                      -5.8431025
                  1.1696                        -5.84582
                  1.1705                      -5.8485389
                  1.1714                       -5.851259
                  1.1723                      -5.8539805
                  1.1732                      -5.8567034
                  1.1741                      -5.8594277
                   1.175                      -5.8621532
                  1.1759                        -5.86488
                  1.1768                      -5.8676082
                  1.1777                      -5.8703378
                  1.1786                      -5.8730687
                  1.1795                       -5.875801
                  1.1804                      -5.8785346
                  1.1813                      -5.8812695
                  1.1822                      -5.8840057
                  1.1831                      -5.8867433
                   1.184                      -5.8894821
                  1.1849                      -5.8922223
                  1.1858                      -5.8949638
                  1.1867                      -5.8977067
                  1.1876                      -5.9004509
                  1.1885                      -5.9031964
                  1.1894                      -5.9059431
                  1.1903                      -5.9086912
                  1.1912                      -5.9114407
                  1.1921                      -5.9141915
                   1.193                      -5.9169436
                  1.1939                      -5.9196969
                  1.1948                      -5.9224515
                  1.1957                      -5.9252075
                  1.1966                      -5.9279648
                  1.1975                      -5.9307236
                  1.1984                      -5.9334835
                  1.1993                      -5.9362447
                  1.2002                      -5.9390072
                  1.2011                      -5.9417711
                   1.202                      -5.9445362
                  1.2029                      -5.9473025
                  1.2038                      -5.9500702
                  1.2047                      -5.9528393
                  1.2056                      -5.9556096
                  1.2065                      -5.9583812
                  1.2074                       -5.961154
                  1.2083                      -5.9639282
